Border,Date,Measure,Value,Average
US-Canada Border,03/01/2018 12:00:00 AM,Truck Containers Empty,60499912,28536550
US-Mexico Border,03/01/2018 12:00:00 AM,Rail Containers Full,35956928,15779633
US-Canada Border,03/01/2018 12:00:00 AM,Rail Containers Full,35910917,15741777
US-Mexico Border,03/01/2018 12:00:00 AM,Rail Containers Empty,19804419,8261031
US-Canada Border,03/01/2018 12:00:00 AM,Rail Containers Empty,19758679,8239374
US-Mexico Border,03/01/2018 12:00:00 AM,Buses,8302732,4486927
US-Canada Border,03/01/2018 12:00:00 AM,Buses,8290376,4479768
US-Mexico Border,03/01/2018 12:00:00 AM,Train Passengers,5894273,2891809
US-Canada Border,03/01/2018 12:00:00 AM,Train Passengers,5893450,2886175
US-Mexico Border,03/01/2018 12:00:00 AM,Trains,868667,444363
US-Canada Border,03/01/2018 12:00:00 AM,Trains,867751,443567
US-Mexico Border,02/01/2018 12:00:00 AM,Personal Vehicle Passengers,5246721997,2922874208
US-Canada Border,02/01/2018 12:00:00 AM,Personal Vehicle Passengers,5235833515,2918497847
US-Mexico Border,02/01/2018 12:00:00 AM,Personal Vehicles,2448087608,1276881716
US-Canada Border,02/01/2018 12:00:00 AM,Personal Vehicles,2442183709,1274676055
US-Mexico Border,02/01/2018 12:00:00 AM,Pedestrians,993257409,506129458
US-Canada Border,02/01/2018 12:00:00 AM,Pedestrians,989731214,505212080
US-Mexico Border,02/01/2018 12:00:00 AM,Truck Containers Full,167482648,78684818
US-Canada Border,02/01/2018 12:00:00 AM,Truck Containers Full,167131080,78517590
US-Mexico Border,02/01/2018 12:00:00 AM,Bus Passengers,138387041,76628972
US-Canada Border,02/01/2018 12:00:00 AM,Bus Passengers,138280278,76512667
US-Mexico Border,02/01/2018 12:00:00 AM,Truck Containers Empty,60354870,28476468
US-Canada Border,02/01/2018 12:00:00 AM,Truck Containers Empty,60218396,28416434
US-Mexico Border,02/01/2018 12:00:00 AM,Rail Containers Full,35754084,15703865
US-Canada Border,02/01/2018 12:00:00 AM,Rail Containers Full,35714917,15666106
US-Mexico Border,02/01/2018 12:00:00 AM,Rail Containers Empty,19689310,8217721
US-Canada Border,02/01/2018 12:00:00 AM,Rail Containers Empty,19647500,8196117
US-Mexico Border,02/01/2018 12:00:00 AM,Buses,8285514,4472605
US-Canada Border,02/01/2018 12:00:00 AM,Buses,8274010,4465425
US-Mexico Border,02/01/2018 12:00:00 AM,Train Passengers,5880559,2880523
US-Canada Border,02/01/2018 12:00:00 AM,Train Passengers,5879871,2874873
US-Mexico Border,02/01/2018 12:00:00 AM,Trains,865755,442770
US-Canada Border,02/01/2018 12:00:00 AM,Trains,864928,441973
US-Mexico Border,01/01/2018 12:00:00 AM,Personal Vehicle Passengers,5232811487,2914125515
US-Canada Border,01/01/2018 12:00:00 AM,Personal Vehicle Passengers,5220672890,2909742366
US-Mexico Border,01/01/2018 12:00:00 AM,Personal Vehicles,2440517115,1272473211
US-Canada Border,01/01/2018 12:00:00 AM,Personal Vehicles,2434110254,1270265188
US-Mexico Border,01/01/2018 12:00:00 AM,Pedestrians,989718278,504297893
US-Canada Border,01/01/2018 12:00:00 AM,Pedestrians,985986293,503380274
US-Mexico Border,01/01/2018 12:00:00 AM,Truck Containers Full,166804907,78350395
US-Canada Border,01/01/2018 12:00:00 AM,Truck Containers Full,166446587,78183184
US-Mexico Border,01/01/2018 12:00:00 AM,Bus Passengers,138195064,76396124
US-Canada Border,01/01/2018 12:00:00 AM,Bus Passengers,138036341,76279302
US-Mexico Border,01/01/2018 12:00:00 AM,Truck Containers Empty,60086784,28356430
US-Canada Border,01/01/2018 12:00:00 AM,Truck Containers Empty,59931180,28296448
US-Mexico Border,01/01/2018 12:00:00 AM,Rail Containers Full,35578410,15628278
US-Canada Border,01/01/2018 12:00:00 AM,Rail Containers Full,35542270,15590565
US-Mexico Border,01/01/2018 12:00:00 AM,Rail Containers Empty,19589833,8174511
US-Canada Border,01/01/2018 12:00:00 AM,Rail Containers Empty,19544007,8152932
US-Mexico Border,01/01/2018 12:00:00 AM,Buses,8269716,4458238
US-Canada Border,01/01/2018 12:00:00 AM,Buses,8256305,4451033
US-Mexico Border,01/01/2018 12:00:00 AM,Train Passengers,5871327,2869203
US-Canada Border,01/01/2018 12:00:00 AM,Train Passengers,5870504,2863528
US-Mexico Border,01/01/2018 12:00:00 AM,Trains,863216,441175
US-Canada Border,01/01/2018 12:00:00 AM,Trains,862317,440377
US-Mexico Border,12/01/2017 12:00:00 AM,Personal Vehicle Passengers,5217543835,2905365604
US-Canada Border,12/01/2017 12:00:00 AM,Personal Vehicle Passengers,5204604615,2900978169
US-Mexico Border,12/01/2017 12:00:00 AM,Personal Vehicles,2432360484,1268060936
US-Canada Border,12/01/2017 12:00:00 AM,Personal Vehicles,2425755914,1265851639
US-Mexico Border,12/01/2017 12:00:00 AM,Pedestrians,985973722,502466247
US-Canada Border,12/01/2017 12:00:00 AM,Pedestrians,981888739,501548776
US-Mexico Border,12/01/2017 12:00:00 AM,Truck Containers Full,166095930,78016019
US-Canada Border,12/01/2017 12:00:00 AM,Truck Containers Full,165775601,77848884
US-Mexico Border,12/01/2017 12:00:00 AM,Bus Passengers,137958929,76162338
US-Canada Border,12/01/2017 12:00:00 AM,Bus Passengers,137805727,76045077
US-Mexico Border,12/01/2017 12:00:00 AM,Truck Containers Empty,59796626,28236534
US-Canada Border,12/01/2017 12:00:00 AM,Truck Containers Empty,59654513,28176648
US-Mexico Border,12/01/2017 12:00:00 AM,Rail Containers Full,35395114,15552778
US-Canada Border,12/01/2017 12:00:00 AM,Rail Containers Full,35355515,15515126
US-Mexico Border,12/01/2017 12:00:00 AM,Rail Containers Empty,19485394,8131358
US-Canada Border,12/01/2017 12:00:00 AM,Rail Containers Empty,19441660,8109813
US-Mexico Border,12/01/2017 12:00:00 AM,Buses,8252049,4443826
US-Canada Border,12/01/2017 12:00:00 AM,Buses,8237566,4436600
US-Mexico Border,12/01/2017 12:00:00 AM,Train Passengers,5859683,2857833
US-Canada Border,12/01/2017 12:00:00 AM,Train Passengers,5858672,2852137
US-Mexico Border,12/01/2017 12:00:00 AM,Trains,860427,439578
US-Canada Border,12/01/2017 12:00:00 AM,Trains,859509,438779
US-Mexico Border,11/01/2017 12:00:00 AM,Personal Vehicle Passengers,5200686495,2896598651
US-Canada Border,11/01/2017 12:00:00 AM,Personal Vehicle Passengers,5188758373,2892209912
US-Mexico Border,11/01/2017 12:00:00 AM,Personal Vehicles,2423722256,1263646498
US-Canada Border,11/01/2017 12:00:00 AM,Personal Vehicles,2417353012,1261436830
US-Mexico Border,11/01/2017 12:00:00 AM,Pedestrians,981872154,500635582
US-Canada Border,11/01/2017 12:00:00 AM,Pedestrians,978025416,499718941
US-Mexico Border,11/01/2017 12:00:00 AM,Truck Containers Full,165471629,77681723
US-Canada Border,11/01/2017 12:00:00 AM,Truck Containers Full,165113613,77514504
US-Mexico Border,11/01/2017 12:00:00 AM,Bus Passengers,137704432,75927661
US-Canada Border,11/01/2017 12:00:00 AM,Bus Passengers,137566734,75809991
US-Mexico Border,11/01/2017 12:00:00 AM,Truck Containers Empty,59534517,28116804
US-Canada Border,11/01/2017 12:00:00 AM,Truck Containers Empty,59383552,28056960
US-Mexico Border,11/01/2017 12:00:00 AM,Rail Containers Full,35211182,15477407
US-Canada Border,11/01/2017 12:00:00 AM,Rail Containers Full,35169831,15439819
US-Mexico Border,11/01/2017 12:00:00 AM,Rail Containers Empty,19383174,8088270
US-Canada Border,11/01/2017 12:00:00 AM,Rail Containers Empty,19334017,8066756
US-Mexico Border,11/01/2017 12:00:00 AM,Buses,8233367,4429374
US-Canada Border,11/01/2017 12:00:00 AM,Buses,8219581,4422128
US-Mexico Border,11/01/2017 12:00:00 AM,Train Passengers,5845364,2846421
US-Canada Border,11/01/2017 12:00:00 AM,Train Passengers,5844564,2840709
US-Mexico Border,11/01/2017 12:00:00 AM,Trains,857731,437980
US-Canada Border,11/01/2017 12:00:00 AM,Trains,856797,437180
US-Mexico Border,10/01/2017 12:00:00 AM,Personal Vehicle Passengers,5185128020,2887827186
US-Canada Border,10/01/2017 12:00:00 AM,Personal Vehicle Passengers,5172982666,2883434641
US-Mexico Border,10/01/2017 12:00:00 AM,Personal Vehicles,2415350814,1259230883
US-Canada Border,10/01/2017 12:00:00 AM,Personal Vehicles,2408782859,1257020328
US-Mexico Border,10/01/2017 12:00:00 AM,Pedestrians,978005339,498806142
US-Canada Border,10/01/2017 12:00:00 AM,Pedestrians,974255404,497889892
US-Mexico Border,10/01/2017 12:00:00 AM,Truck Containers Full,164746271,77347330
US-Canada Border,10/01/2017 12:00:00 AM,Truck Containers Full,164374014,77180220
US-Mexico Border,10/01/2017 12:00:00 AM,Bus Passengers,137460184,75692135
US-Canada Border,10/01/2017 12:00:00 AM,Bus Passengers,137334003,75574032
US-Mexico Border,10/01/2017 12:00:00 AM,Truck Containers Empty,59247967,27997177
US-Canada Border,10/01/2017 12:00:00 AM,Truck Containers Empty,59087196,27937424
US-Mexico Border,10/01/2017 12:00:00 AM,Rail Containers Full,35022579,15402166
US-Canada Border,10/01/2017 12:00:00 AM,Rail Containers Full,34977066,15364651
US-Mexico Border,10/01/2017 12:00:00 AM,Rail Containers Empty,19269839,8045253
US-Canada Border,10/01/2017 12:00:00 AM,Rail Containers Empty,19220059,8023792
US-Mexico Border,10/01/2017 12:00:00 AM,Buses,8214651,4414881
US-Canada Border,10/01/2017 12:00:00 AM,Buses,8200167,4407616
US-Mexico Border,10/01/2017 12:00:00 AM,Train Passengers,5830889,2834976
US-Canada Border,10/01/2017 12:00:00 AM,Train Passengers,5829890,2829248
US-Mexico Border,10/01/2017 12:00:00 AM,Trains,854925,436379
US-Canada Border,10/01/2017 12:00:00 AM,Trains,853898,435579
US-Mexico Border,09/01/2017 12:00:00 AM,Personal Vehicle Passengers,5168876772,2879048534
US-Canada Border,09/01/2017 12:00:00 AM,Personal Vehicle Passengers,5157358488,2874653470
US-Mexico Border,09/01/2017 12:00:00 AM,Personal Vehicles,2406539721,1254813887
US-Canada Border,09/01/2017 12:00:00 AM,Personal Vehicles,2400306669,1252603281
US-Mexico Border,09/01/2017 12:00:00 AM,Pedestrians,974198000,496977314
US-Canada Border,09/01/2017 12:00:00 AM,Pedestrians,970921518,496061343
US-Mexico Border,09/01/2017 12:00:00 AM,Truck Containers Full,163989666,77013182
US-Canada Border,09/01/2017 12:00:00 AM,Truck Containers Full,163652211,76846240
US-Mexico Border,09/01/2017 12:00:00 AM,Bus Passengers,137164825,75455717
US-Canada Border,09/01/2017 12:00:00 AM,Bus Passengers,137049108,75337274
US-Mexico Border,09/01/2017 12:00:00 AM,Truck Containers Empty,58955306,27877750
US-Canada Border,09/01/2017 12:00:00 AM,Truck Containers Empty,58801817,27818100
US-Mexico Border,09/01/2017 12:00:00 AM,Rail Containers Full,34823918,15327079
US-Canada Border,09/01/2017 12:00:00 AM,Rail Containers Full,34784296,15289657
US-Mexico Border,09/01/2017 12:00:00 AM,Rail Containers Empty,19151867,8002343
US-Canada Border,09/01/2017 12:00:00 AM,Rail Containers Empty,19106225,7980942
US-Mexico Border,09/01/2017 12:00:00 AM,Buses,8193553,4400351
US-Canada Border,09/01/2017 12:00:00 AM,Buses,8180268,4393070
US-Mexico Border,09/01/2017 12:00:00 AM,Train Passengers,5813650,2823499
US-Canada Border,09/01/2017 12:00:00 AM,Train Passengers,5812765,2817760
US-Mexico Border,09/01/2017 12:00:00 AM,Trains,851964,434778
US-Canada Border,09/01/2017 12:00:00 AM,Trains,851052,433977
US-Mexico Border,08/01/2017 12:00:00 AM,Personal Vehicle Passengers,5152788677,2870263653
US-Canada Border,08/01/2017 12:00:00 AM,Personal Vehicle Passengers,5140514517,2865865724
US-Mexico Border,08/01/2017 12:00:00 AM,Personal Vehicles,2397880985,1250396159
US-Canada Border,08/01/2017 12:00:00 AM,Personal Vehicles,2391368496,1248185205
US-Mexico Border,08/01/2017 12:00:00 AM,Pedestrians,970871978,495148151
US-Canada Border,08/01/2017 12:00:00 AM,Pedestrians,967386477,494231534
US-Mexico Border,08/01/2017 12:00:00 AM,Truck Containers Full,163296480,76679306
US-Canada Border,08/01/2017 12:00:00 AM,Truck Containers Full,162934877,76512413
US-Mexico Border,08/01/2017 12:00:00 AM,Bus Passengers,136853711,75218597
US-Canada Border,08/01/2017 12:00:00 AM,Bus Passengers,136675609,75099840
US-Mexico Border,08/01/2017 12:00:00 AM,Truck Containers Empty,58668953,27758516
US-Canada Border,08/01/2017 12:00:00 AM,Truck Containers Empty,58508667,27698958
US-Mexico Border,08/01/2017 12:00:00 AM,Rail Containers Full,34642834,15252168
US-Canada Border,08/01/2017 12:00:00 AM,Rail Containers Full,34600087,15214806
US-Mexico Border,08/01/2017 12:00:00 AM,Rail Containers Empty,19040794,7959548
US-Canada Border,08/01/2017 12:00:00 AM,Rail Containers Empty,18997943,7938197
US-Mexico Border,08/01/2017 12:00:00 AM,Buses,8171634,4385787
US-Canada Border,08/01/2017 12:00:00 AM,Buses,8157157,4378492
US-Mexico Border,08/01/2017 12:00:00 AM,Train Passengers,5783435,2812001
US-Canada Border,08/01/2017 12:00:00 AM,Train Passengers,5782539,2806275
US-Mexico Border,08/01/2017 12:00:00 AM,Trains,849148,433175
US-Canada Border,08/01/2017 12:00:00 AM,Trains,848188,432373
US-Mexico Border,07/01/2017 12:00:00 AM,Personal Vehicle Passengers,5134264320,2861474510
US-Canada Border,07/01/2017 12:00:00 AM,Personal Vehicle Passengers,5121395469,2857078398
US-Mexico Border,07/01/2017 12:00:00 AM,Personal Vehicles,2388399218,1245978288
US-Canada Border,07/01/2017 12:00:00 AM,Personal Vehicles,2381861794,1243768576
US-Mexico Border,07/01/2017 12:00:00 AM,Pedestrians,967313882,493318108
US-Canada Border,07/01/2017 12:00:00 AM,Pedestrians,963812142,492401288
US-Mexico Border,07/01/2017 12:00:00 AM,Truck Containers Full,162556233,76345575
US-Canada Border,07/01/2017 12:00:00 AM,Truck Containers Full,162228586,76178823
US-Mexico Border,07/01/2017 12:00:00 AM,Bus Passengers,136433466,74980968
US-Canada Border,07/01/2017 12:00:00 AM,Bus Passengers,136233551,74862104
US-Mexico Border,07/01/2017 12:00:00 AM,Truck Containers Empty,58360323,27639480
US-Canada Border,07/01/2017 12:00:00 AM,Truck Containers Empty,58207369,27580059
US-Mexico Border,07/01/2017 12:00:00 AM,Rail Containers Full,34455908,15177383
US-Canada Border,07/01/2017 12:00:00 AM,Rail Containers Full,34413416,15140093
US-Mexico Border,07/01/2017 12:00:00 AM,Rail Containers Empty,18930873,7916846
US-Canada Border,07/01/2017 12:00:00 AM,Rail Containers Empty,18885029,7895542
US-Mexico Border,07/01/2017 12:00:00 AM,Buses,8147028,4371198
US-Canada Border,07/01/2017 12:00:00 AM,Buses,8131652,4363894
US-Mexico Border,07/01/2017 12:00:00 AM,Train Passengers,5736039,2800530
US-Canada Border,07/01/2017 12:00:00 AM,Train Passengers,5735205,2794852
US-Mexico Border,07/01/2017 12:00:00 AM,Trains,846285,431571
US-Canada Border,07/01/2017 12:00:00 AM,Trains,845332,430768
US-Mexico Border,06/01/2017 12:00:00 AM,Personal Vehicle Passengers,5115221355,2852690187
US-Canada Border,06/01/2017 12:00:00 AM,Personal Vehicle Passengers,5103489542,2848296923
US-Mexico Border,06/01/2017 12:00:00 AM,Personal Vehicles,2378871623,1241562969
US-Canada Border,06/01/2017 12:00:00 AM,Personal Vehicles,2372551257,1239354603
US-Mexico Border,06/01/2017 12:00:00 AM,Pedestrians,963738332,491487701
US-Canada Border,06/01/2017 12:00:00 AM,Pedestrians,960482745,490570710
US-Mexico Border,06/01/2017 12:00:00 AM,Truck Containers Full,161883333,76012060
US-Canada Border,06/01/2017 12:00:00 AM,Truck Containers Full,161513393,75845319
US-Mexico Border,06/01/2017 12:00:00 AM,Bus Passengers,135991840,74743167
US-Canada Border,06/01/2017 12:00:00 AM,Bus Passengers,135859155,74624238
US-Mexico Border,06/01/2017 12:00:00 AM,Truck Containers Empty,58081157,27520704
US-Canada Border,06/01/2017 12:00:00 AM,Truck Containers Empty,57924544,27461363
US-Mexico Border,06/01/2017 12:00:00 AM,Rail Containers Full,34277822,15102742
US-Canada Border,06/01/2017 12:00:00 AM,Rail Containers Full,34232631,15065509
US-Mexico Border,06/01/2017 12:00:00 AM,Rail Containers Empty,18817305,7874245
US-Canada Border,06/01/2017 12:00:00 AM,Rail Containers Empty,18771176,7852996
US-Mexico Border,06/01/2017 12:00:00 AM,Buses,8121378,4356592
US-Canada Border,06/01/2017 12:00:00 AM,Buses,8106999,4349282
US-Mexico Border,06/01/2017 12:00:00 AM,Train Passengers,5689923,2789153
US-Canada Border,06/01/2017 12:00:00 AM,Train Passengers,5689014,2783521
US-Mexico Border,06/01/2017 12:00:00 AM,Trains,843473,429965
US-Canada Border,06/01/2017 12:00:00 AM,Trains,842498,429162
US-Mexico Border,05/01/2017 12:00:00 AM,Personal Vehicle Passengers,5099001842,2843909388
US-Canada Border,05/01/2017 12:00:00 AM,Personal Vehicle Passengers,5086913567,2839513497
US-Mexico Border,05/01/2017 12:00:00 AM,Personal Vehicles,2370078321,1237149940
US-Canada Border,05/01/2017 12:00:00 AM,Personal Vehicles,2363491384,1234941503
US-Mexico Border,05/01/2017 12:00:00 AM,Pedestrians,960431026,489656484
US-Canada Border,05/01/2017 12:00:00 AM,Pedestrians,956888987,488738795
US-Mexico Border,05/01/2017 12:00:00 AM,Truck Containers Full,161144073,75678650
US-Canada Border,05/01/2017 12:00:00 AM,Truck Containers Full,160668909,75512051
US-Mexico Border,05/01/2017 12:00:00 AM,Bus Passengers,135648154,74505104
US-Canada Border,05/01/2017 12:00:00 AM,Bus Passengers,135513585,74385916
US-Mexico Border,05/01/2017 12:00:00 AM,Truck Containers Empty,57770023,27402096
US-Canada Border,05/01/2017 12:00:00 AM,Truck Containers Empty,57563507,27342899
US-Mexico Border,05/01/2017 12:00:00 AM,Rail Containers Full,34095020,15028219
US-Canada Border,05/01/2017 12:00:00 AM,Rail Containers Full,34050886,14991051
US-Mexico Border,05/01/2017 12:00:00 AM,Rail Containers Empty,18705756,7831754
US-Canada Border,05/01/2017 12:00:00 AM,Rail Containers Empty,18658369,7810557
US-Mexico Border,05/01/2017 12:00:00 AM,Buses,8096556,4341971
US-Canada Border,05/01/2017 12:00:00 AM,Buses,8082979,4334653
US-Mexico Border,05/01/2017 12:00:00 AM,Train Passengers,5648880,2777868
US-Canada Border,05/01/2017 12:00:00 AM,Train Passengers,5648000,2772271
US-Mexico Border,05/01/2017 12:00:00 AM,Trains,840627,428358
US-Canada Border,05/01/2017 12:00:00 AM,Trains,839666,427554
US-Mexico Border,04/01/2017 12:00:00 AM,Personal Vehicle Passengers,5083006371,2835124043
US-Canada Border,04/01/2017 12:00:00 AM,Personal Vehicle Passengers,5070871077,2830725057
US-Mexico Border,04/01/2017 12:00:00 AM,Personal Vehicles,2361274893,1232737304
US-Canada Border,04/01/2017 12:00:00 AM,Personal Vehicles,2354935653,1230528815
US-Mexico Border,04/01/2017 12:00:00 AM,Pedestrians,956853359,487824439
US-Canada Border,04/01/2017 12:00:00 AM,Pedestrians,953271363,486906574
US-Mexico Border,04/01/2017 12:00:00 AM,Truck Containers Full,160171163,75345729
US-Canada Border,04/01/2017 12:00:00 AM,Truck Containers Full,159664487,75179730
US-Mexico Border,04/01/2017 12:00:00 AM,Bus Passengers,135318722,74266526
US-Canada Border,04/01/2017 12:00:00 AM,Bus Passengers,135158312,74147050
US-Mexico Border,04/01/2017 12:00:00 AM,Truck Containers Empty,57366933,27283875
US-Canada Border,04/01/2017 12:00:00 AM,Truck Containers Empty,57145285,27225004
US-Mexico Border,04/01/2017 12:00:00 AM,Rail Containers Full,33905401,14953825
US-Canada Border,04/01/2017 12:00:00 AM,Rail Containers Full,33864274,14916738
